ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
841-36-8375|3534067917665125|Christopher|Ward|M|14188 Anderson Court|Weymouth|MA|02191|42.2436|-70.9443|53743|Pharmacologist|1965-11-09|43829680595|adults_50up_male_urban.json
581-08-0162|2279446333999485|Heather|Young|F|953 Linda Views|Paterson|NJ|07502|40.9199|-74.1932|146199|Music therapist|1989-06-19|593577971689|adults_2550_female_urban.json
018-21-1494|3571136337922343|Brian|Allen|M|9967 Jesse Vista Apt. 677|Belleville|KS|66935|39.8241|-97.629|2563|Dealer|2002-12-20|978132263069|young_adults_male_urban.json
872-79-6229|676143768551|Alex|Romero|M|9352 Carolyn Square Suite 263|Daleville|IN|47334|40.1257|-85.511|3263|Engineering geologist|1969-01-30|387896585980|adults_50up_male_urban.json
281-32-4763|4970931706956|Ian|Smith|M|761 Scott Forks Suite 547|Byron Center|MI|49315|42.8016|-85.7136|19915|Designer, industrial/product|1993-10-13|241242049503|adults_2550_male_urban.json
661-67-9816|213106503121988|Amber|Miller|F|2426 Pitts Ferry Apt. 642|Washington|DC|20009|38.9202|-77.0375|601723|Scientist, research (life sciences)|1978-12-03|253689883674|adults_2550_female_urban.json
636-07-9382|4487623039111425|Kimberly|Maxwell|F|228 John Branch Suite 248|Rush City|MN|55069|45.6845|-92.9979|5540|Advertising art director|1996-02-20|556202186507|adults_2550_female_urban.json
404-18-2737|675922395941|Joel|Gibson|M|329 Carlos Lane|Braggs|OK|74423|35.6574|-95.2033|872|Copy|1976-12-07|313535075309|adults_2550_male_rural.json
542-63-6472|180087859964867|Christopher|Hodge|M|31954 Cassandra Loop|Silver Bay|MN|55614|47.3585|-91.2205|2627|Museum/gallery exhibitions officer|2001-09-05|328032182625|young_adults_male_urban.json
025-41-7983|4362792463200|Stephanie|Mckee|F|6775 Steven Mall Apt. 321|Hopkins|MI|49328|42.6421|-85.7322|3885|Hotel manager|1981-09-17|57441045710|adults_2550_female_urban.json
477-50-7101|2720458870715534|Eric|Hunter|M|28400 Crystal Landing|Jackson|MI|49202|42.2634|-84.4083|104131|Aeronautical engineer|1993-12-05|444307317250|adults_2550_male_urban.json
818-79-7542|374508917768087|Monica|Knight|F|65742 Kathleen Flat|Lincoln|NE|68506|40.7848|-96.6431|266032|Chief Financial Officer|2004-05-14|423556250187|young_adults_female_urban.json
404-29-0687|570236936268|Joshua|Scott|M|12047 Jeffery Expressway|Belleview|FL|34420|29.0531|-82.0375|16287|Research officer, political party|1974-05-20|86389990188|adults_50up_male_urban.json
471-44-6097|30498855829842|Renee|Osborne|F|06745 Porter Stream|Xenia|OH|45385|39.6842|-83.9369|37247|Ophthalmologist|1982-10-11|328958815917|adults_2550_female_urban.json
110-19-9094|4372188566698|Gary|Miller|M|715 Ryan Via|Barrington|RI|02806|41.7443|-71.3175|16310|Podiatrist|2003-10-06|455928155661|young_adults_male_urban.json
032-43-6069|2263776936634396|Robert|Rogers|M|611 Christopher Street Apt. 286|West Monroe|LA|71292|32.4566|-92.1854|54185|Research officer, government|1957-02-06|102635035220|adults_50up_male_urban.json
664-20-0842|675920245593|Brandon|Martin|M|1091 Christina View Apt. 267|Paramus|NJ|07652|40.9477|-74.0672|26342|Clinical cytogeneticist|1992-09-23|649688236563|adults_2550_male_urban.json
631-68-1175|3521794281793408|Jennifer|Morgan|F|775 Carter Squares|Bancroft|WI|54921|44.3065|-89.5304|1326|Oncologist|1974-11-30|886558428731|adults_50up_female_rural.json
814-40-5352|4722010912173|Beth|Sharp|F|5937 Ortiz Row Suite 370|Port Chester|NY|10573|41.0222|-73.6798|38352|Medical physicist|2000-01-01|430169024956|adults_2550_female_urban.json
354-09-0802|639046277658|Joanna|Cabrera|F|592 Misty Expressway Suite 617|Greer|SC|29650|34.8968|-82.2674|75476|Lecturer, higher education|1980-07-07|43586048731|adults_2550_female_urban.json
246-66-9895|30432600559552|Aaron|Webb|M|25848 Preston Ramp|Tucson|AZ|85741|32.3472|-111.0419|865276|Video editor|1957-10-10|673994521359|adults_50up_male_urban.json
446-99-0646|30487045069179|Ronald|Butler|M|935 Shannon Hills Apt. 394|Lanham|MD|20706|38.9675|-76.8551|38692|Nutritional therapist|1994-09-10|5434705218|adults_2550_male_urban.json
235-06-3634|30360601488606|Jonathan|Cisneros|M|079 Amanda Plaza Suite 136|Abingdon|MD|21009|39.4744|-76.2997|29766|Surveyor, mining|1977-01-21|363894201816|adults_2550_male_urban.json
559-84-3282|676361537019|Beverly|Curry|F|44626 Jessica Lake Apt. 448|Mililani|HI|96789|21.4531|-158.0174|54129|Sports therapist|1989-01-11|75759025239|adults_2550_female_urban.json
160-16-0055|4421751887815|John|Mendez|M|1526 Amy Glen|Southfield|MI|48034|42.4969|-83.2911|75830|Adult nurse|2001-08-05|883132644129|young_adults_male_urban.json
065-21-2389|348837505661864|Daniel|Lee|M|137 Hughes Row Suite 300|Lowell|MA|01854|42.6493|-71.3355|106541|Production manager|1985-12-10|807799729|adults_2550_male_urban.json
364-03-6104|4605712198819279|Kathleen|Ferrell|F|90534 Carter Walks Apt. 042|Milwaukee|WI|53224|43.1594|-88.0327|817312|Further education lecturer|1997-06-05|420115203970|adults_2550_female_urban.json
288-44-6751|2651744600452123|Tara|Morrison|F|1145 Beasley Falls|Chicago|IL|60639|41.9202|-87.7535|2680484|Technical author|1968-03-16|640861993612|adults_50up_female_urban.json
238-07-4531|4898484160461540213|Anna|Duffy|F|70756 Joseph Ramp|Sebastopol|CA|95472|38.3941|-122.8433|28255|Surveyor, mining|1940-09-06|875722462134|adults_50up_female_urban.json
084-43-2759|4073228360849377|Joshua|Brown|M|638 Cooper Lodge|Jackson|TN|38301|35.6102|-88.814|86421|Therapeutic radiographer|1968-06-03|316016528332|adults_50up_male_urban.json
256-79-2043|3549701693429297|Bryan|Lambert|M|033 Jessica Spur|Richmond|VA|23223|37.5477|-77.3948|536907|Nutritional therapist|1962-03-01|301584596298|adults_50up_male_urban.json
589-01-3444|3506153722155660|Matthew|Becker|M|323 Gomez Ways Apt. 774|Vancouver|WA|98661|45.6418|-122.6251|299480|Press sub|1962-10-31|275088074422|adults_50up_male_urban.json
444-60-2599|639007843613|Stanley|Taylor|M|60781 Bailey Row Apt. 734|Lebanon|TN|37087|36.2098|-86.3024|54054|Publishing rights manager|2002-02-07|429339998412|young_adults_male_urban.json
165-62-3614|30203763882143|Michelle|Boyd|F|8460 Ashley Coves|Simi Valley|CA|93065|34.2656|-118.7653|126874|Financial controller|1960-03-04|313097857408|adults_50up_female_urban.json
830-32-9109|3578020586950739|Cody|Oconnor|M|4936 Davis Mountains Apt. 350|Hobe Sound|FL|33455|27.0813|-80.1509|19980|Legal secretary|2004-07-29|516928866255|young_adults_male_urban.json
546-43-8080|4801192360375|Jennifer|Ferrell|F|87233 Nathan Camp|Merced|CA|95341|37.2308|-120.5144|97703|Furniture conservator/restorer|1993-03-16|449199890446|adults_2550_female_urban.json
288-83-9645|30315391149834|Andrew|Barker|M|073 Clay Courts|Bellflower|CA|90706|33.8867|-118.1265|76615|Chartered management accountant|1988-02-03|642113504094|adults_2550_male_urban.json
590-36-0002|6557820190432232|Omar|Oconnor|M|32470 Perez Dale|Middleport|OH|45760|38.9993|-82.06|3892|Ambulance person|1992-10-21|795075224310|adults_2550_male_urban.json
210-47-4909|4212760250826117|Phillip|Lewis|M|1632 Reeves Station|Granada|MN|56039|43.7061|-94.3307|957|Surveyor, building control|1995-08-20|746825357308|adults_2550_male_rural.json
606-75-5408|30298937629743|Ethan|Obrien|M|64687 Nancy Crescent|Akeley|MN|56433|47.001|-94.7234|1840|Computer games developer|1993-01-23|59703614299|adults_2550_male_rural.json
755-90-8742|2707692082832300|Katie|Lawson|F|88158 Jordan Isle|Griffin|GA|30224|33.2404|-84.2734|61966|Stage manager|1980-10-26|906822987884|adults_2550_female_urban.json
046-55-8037|4318297168157|Julia|Maldonado|F|00000 Marcus Throughway Apt. 137|Bronxville|NY|10708|40.9391|-73.8353|21225|Chief Technology Officer|1977-01-24|860878859875|adults_2550_female_urban.json
664-48-0938|4255618444218294|Mary|Fernandez|F|8122 Mason Turnpike Apt. 567|Houma|LA|70363|29.5601|-90.6917|83445|Architect|1960-05-04|478919535407|adults_50up_female_urban.json
027-06-9818|501843655157|Misty|Hill|F|6913 Hernandez Grove|Redding|CA|96003|40.6278|-122.353|111719|Sales promotion account executive|1972-11-25|405108360912|adults_50up_female_urban.json
051-47-5082|4080706336998791|Heather|Lutz|F|10401 King Pines|Saint Petersburg|FL|33702|27.8427|-82.6448|341043|Company secretary|1938-07-02|613708757318|adults_50up_female_urban.json
757-01-4287|4287738363816431|Brittney|Jones|F|428 Russell Estate Apt. 362|Baytown|TX|77521|29.7705|-94.9695|103027|Merchandiser, retail|1982-01-03|797670987632|adults_2550_female_urban.json
442-28-1706|4170646255402635582|Melinda|Carter|F|176 Jenkins Harbors|Bluefield|VA|24605|37.1724|-81.5071|9301|Horticultural therapist|1962-12-22|633563425466|adults_50up_female_urban.json
518-03-3701|3553888245279057|Amanda|Mcdaniel|F|3333 Lee Pine|Springfield|MO|65802|37.2117|-93.299|219752|Furniture designer|1970-01-17|346119051553|adults_50up_female_urban.json
126-51-3636|4119787180933915|Lynn|Gonzalez|F|65306 Jennifer Corner|Staten Island|NY|10305|40.5973|-74.0768|468730|Veterinary surgeon|1988-02-13|557320769935|adults_2550_female_urban.json
777-42-6379|2486880023009156|Peggy|Rodriguez|F|803 Cook Route|Alma Center|WI|54611|44.4452|-90.9356|1307|Research scientist (medical)|1970-11-24|799997303737|adults_50up_female_rural.json
843-77-1962|3509365952014915|Robert|Pitts|M|84336 Cooper Burg Apt. 632|Ramona|CA|92065|33.0293|-116.8535|35414|Designer, industrial/product|1968-08-26|240267343088|adults_50up_male_urban.json
617-65-2423|2247455611404281|Kimberly|Shepard|F|0537 Patterson Turnpike|Decatur|GA|30033|33.8123|-84.2819|167967|Armed forces training and education officer|1945-08-21|762439756486|adults_50up_female_urban.json
120-96-2111|6011030835669103|Jasmine|Cohen|F|3123 Merritt Knolls|Montgomery|AL|36117|32.3736|-86.1833|214703|Associate Professor|1930-04-07|475957098855|adults_50up_female_urban.json
564-24-7148|3577682938440130|Elizabeth|Spencer|F|54378 Rick Forest Apt. 591|Tewksbury|MA|01876|42.6028|-71.2232|28667|Astronomer|1987-04-27|730584565976|adults_2550_female_urban.json
463-89-0296|3585991449207494|Robert|Powell|M|964 Davis Pike Suite 285|Durham|NC|27707|35.9631|-78.9315|256789|TEFL teacher|1969-08-10|701729361186|adults_50up_male_urban.json
255-19-5413|3540849932312342|Richard|Parsons|M|9806 Veronica Mountains Apt. 617|Minneapolis|MN|55454|44.9682|-93.2429|1022298|Pensions consultant|1942-05-09|983428722963|adults_50up_male_urban.json
658-57-2850|3548389359538287|Peter|Huff|M|56129 Peterson Plaza Apt. 695|San Jose|CA|95112|37.3476|-121.887|973849|Sport and exercise psychologist|1948-01-14|161819568070|adults_50up_male_urban.json
677-35-1532|180096561308768|Annette|Rivas|F|85951 Bridges Trail|Leesburg|VA|20176|39.1821|-77.5359|73675|Geologist, engineering|1981-10-09|594417763558|adults_2550_female_urban.json
247-76-5092|180000273008690|Jeanette|Mcclure|F|16831 Elizabeth Via|Christoval|TX|76935|31.2346|-100.5203|1606|Veterinary surgeon|1933-01-25|903381263204|adults_50up_female_rural.json
050-09-6148|213194149150769|Patricia|Roy|F|762 Jessica Forges|Manchester|KY|40962|37.1511|-83.7793|19143|Health service manager|1982-11-12|18340032237|adults_2550_female_urban.json
452-57-9812|4207266292508177606|Vicki|Cunningham|F|0688 Jones Fields|Alexis|IL|61412|41.0521|-90.5436|1321|Engineer, civil (contracting)|1999-11-06|499086652079|adults_2550_female_rural.json
092-17-5148|343561781703217|Blake|Martin|M|36385 Taylor Plains Suite 613|Ann Arbor|MI|48104|42.2694|-83.7282|158345|Engineering geologist|1990-11-24|83526330772|adults_2550_male_urban.json
559-38-5032|4295026480164403731|Michael|Collier|M|8127 Contreras Extension Apt. 102|Battle Creek|MI|49037|42.3453|-85.2178|92270|Chief Executive Officer|1961-09-22|540642672764|adults_50up_male_urban.json
550-24-1677|4486298579736385|David|Wilson|M|560 Perez Terrace|Detroit|MI|48235|42.4261|-83.1951|673342|Production assistant, television|1954-01-15|815870988459|adults_50up_male_urban.json
505-90-9644|180061770673683|Richard|Thomas|M|0682 Donna Extension|Springfield|GA|31329|32.3697|-81.3618|9034|Education administrator|1996-10-11|692451413105|adults_2550_male_urban.json
336-87-2609|2295058714692181|Marisa|Giles|F|259 Novak Throughway|Tahlequah|OK|74464|35.9094|-94.9787|30111|Therapist, music|1978-11-19|47050899490|adults_2550_female_urban.json
605-69-4400|4998480220509|Trevor|Holt|M|869 Romero Highway|Redding|CA|96003|40.6278|-122.353|111719|Conservator, furniture|1995-12-20|967648131420|adults_2550_male_urban.json
346-95-9990|213114578870711|Heather|White|F|6738 Anthony Ridges Suite 461|La Puente|CA|91744|34.0289|-117.9373|115525|Visual merchandiser|1947-08-09|790546631667|adults_50up_female_urban.json
680-60-8109|3568299687225892|Christina|Gamble|F|858 Raymond Ferry|La Porte|IN|46350|41.5994|-86.7077|43650|Field seismologist|1978-05-12|57418047330|adults_2550_female_urban.json
276-04-5905|6595790012482554|Derrick|White|M|9632 Serrano Ridge Suite 232|Sunnyside|NY|11104|40.7436|-73.9216|27232|Site engineer|1978-08-31|634535721783|adults_2550_male_urban.json
809-51-3641|4562415285720|Suzanne|Cooper|F|269 Miranda Forges|Buena Park|CA|90620|33.8439|-118.008|80266|Lobbyist|1951-02-28|667995150787|adults_50up_female_urban.json
379-14-3663|213186550784680|Erika|Bishop|F|443 James Road Apt. 891|Wagoner|OK|74467|35.9549|-95.354|15000|Clinical scientist, histocompatibility and immunogenetics|1977-05-10|532206063817|adults_2550_female_urban.json
496-22-0769|4934015364157|Edward|Rodriguez|M|13259 Lisa Mountains Apt. 367|Farnham|VA|22460|37.874|-76.605|1876|Investment analyst|1952-05-19|17376545057|adults_50up_male_rural.json
273-20-1788|4052769819878092700|Denise|Anderson|F|2258 Butler Islands Suite 787|Rancho Cucamonga|CA|91730|34.107|-117.5941|101719|Health service manager|2005-02-13|946175497846|young_adults_female_urban.json
142-64-5536|180048596559428|Kathryn|Torres|F|65020 Brad Unions|Corinth|MS|38834|34.8759|-88.5916|29133|Information systems manager|1989-09-13|701679560019|adults_2550_female_urban.json
601-83-3803|2242155130557081|Christina|Schultz|F|144 Rosales Pine|Rancho Cordova|CA|95670|38.6072|-121.2761|60722|Warehouse manager|1940-10-24|422552057652|adults_50up_female_urban.json
635-92-8039|4367746202582547|Christine|Benjamin|F|81231 James Divide|Rancho Cordova|CA|95670|38.6072|-121.2761|60722|Actor|1990-12-14|337700015468|adults_2550_female_urban.json
095-08-6180|3518364723875083|Carmen|Ruiz|F|722 Castillo Islands|Hereford|AZ|85615|31.4035|-110.2047|9413|Gaffer|1986-03-26|615740201331|adults_2550_female_urban.json
273-62-2223|6011905291876831|Monica|Long|F|717 Bryan Spur|Marshfield|MO|65706|37.3312|-92.925|14439|Engineer, structural|1965-05-11|486183087478|adults_50up_female_urban.json
746-28-9249|4052229993621659|Mary|Richards|F|88232 Valdez Squares Apt. 983|Roosevelt|UT|84066|40.3102|-110.0108|11283|IT consultant|2001-05-26|293380889853|young_adults_female_urban.json
126-63-7587|3532643095449797|Michelle|Wilson|F|970 Ashley Mill Apt. 205|Doe Hill|VA|24433|38.4207|-79.4629|99|Fine artist|2005-03-21|990706020898|young_adults_female_rural.json
480-98-8635|30137529883229|Alfred|Leonard|M|56083 Benjamin Cape|Hialeah|FL|33015|25.9388|-80.3165|347944|Geochemist|1964-04-10|608858844959|adults_50up_male_urban.json
622-88-7629|180053585238604|Rebecca|Nielsen|F|04436 Lisa Walk|Lynchburg|VA|24501|37.353|-79.1557|99291|Teacher, secondary school|2001-08-20|121636626916|young_adults_female_urban.json
069-45-2671|4029295014372|Destiny|Parrish|F|93096 Miller Spur|Bradenton|FL|34208|27.4678|-82.512|216518|Therapist, horticultural|1990-08-29|100931152672|adults_2550_female_urban.json
118-19-6518|676322132173|Jennifer|Goodwin|F|19111 Powell Curve|Saint Louis|MO|63116|38.5814|-90.2625|927396|Education officer, community|1962-09-16|129028768085|adults_50up_female_urban.json
739-05-7316|4873393049366532|Kimberly|Guerrero|F|481 Kathy Haven Apt. 114|San Francisco|CA|94124|37.7309|-122.3886|805301|Advice worker|1987-01-04|613277680107|adults_2550_female_urban.json
405-81-8599|4095229462093553|Nathan|Franco|M|039 Anderson Square|Stockton|CA|95207|38.0024|-121.3238|357430|Television production assistant|1943-03-29|904075832780|adults_50up_male_urban.json
795-13-3750|30124365858564|Elizabeth|Bradshaw|F|41202 Conrad Manors|Ripley|TN|38063|35.7527|-89.535|17403|Community pharmacist|1969-07-31|675863881611|adults_50up_female_urban.json
491-30-9135|30402990716690|Alex|Perez|M|8155 Benton Estate|Bronx|NY|10473|40.8194|-73.8606|1382480|Actor|1985-07-05|769751928231|adults_2550_male_urban.json
888-37-0531|4109567975649|Marcus|Wood|M|4623 Mendoza Coves Apt. 476|Strathmore|CA|93267|36.1472|-119.0792|6237|Accountant, chartered|1973-03-02|47719492861|adults_50up_male_urban.json
061-99-1942|213103068317648|Phillip|Davis|M|8080 Lisa Skyway|Glenside|PA|19038|40.1096|-75.155|31595|Medical technical officer|2005-11-18|117887236764|young_adults_male_urban.json
607-04-1773|347138067130732|Gary|Novak|M|8474 Laurie Extensions Apt. 300|Milwaukee|WI|53216|43.0859|-87.9742|817312|Systems analyst|1992-01-14|199437219108|adults_2550_male_urban.json
545-68-5822|36694703180537|Zoe|Lara|F|627 Massey Lock|Minneapolis|MN|55406|44.9384|-93.2214|1022298|Press sub|1958-11-15|166744344580|adults_50up_female_urban.json
362-75-1050|213127000466619|Emily|Rivera|F|10797 Martinez Glen|Elk Grove Village|IL|60007|42.0076|-87.9931|33820|Applications developer|1984-09-07|820423140435|adults_2550_female_urban.json
269-75-3866|213194905315200|David|Lynch|M|497 Logan Pines|Haverhill|MA|01832|42.7792|-71.1095|60879|Research officer, government|1992-04-16|247557111436|adults_2550_male_urban.json
067-26-7590|3516698416612374|Donna|Williams|F|433 Kathleen Mews Apt. 389|Fort Myers|FL|33913|26.5228|-81.7065|224256|Therapist, nutritional|1982-01-18|641191827393|adults_2550_female_urban.json
117-79-7309|502042620372|Amber|Murray|F|16020 Davis Plains|Grand Island|NE|68803|40.9286|-98.3873|52565|Charity officer|1942-05-05|404737148249|adults_50up_female_urban.json
719-97-9365|180021170889487|Andre|Hoover|M|644 Eugene Crest|Oxnard|CA|93030|34.2141|-119.175|211523|Production engineer|1974-04-14|970434130050|adults_50up_male_urban.json
535-66-3820|3585708200480676|Francisco|Estrada|M|69149 Davis Rue|Brooklyn|NY|11204|40.6179|-73.9856|2504700|Chartered accountant|1981-02-11|175810829831|adults_2550_male_urban.json
512-87-9674|4968827697040953141|Summer|Davis|F|56078 Gregory Haven Apt. 565|North Royalton|OH|44133|41.3232|-81.7457|30394|Clinical biochemist|1959-05-20|637631873395|adults_50up_female_urban.json
687-83-6524|4096496683496043|Jesse|Edwards|M|0285 Paul Estate|Estill|SC|29918|32.7375|-81.2178|5278|Market researcher|1989-05-30|835714725252|adults_2550_male_urban.json
846-81-6663|4089348688390624676|Christian|Archer|M|916 Cindy Circles Apt. 413|Laredo|TX|78040|27.5155|-99.4986|248858|Clinical scientist, histocompatibility and immunogenetics|1995-04-09|986066500253|adults_2550_male_urban.json
255-46-9826|4361337605230458|Justin|Davis|M|025 Christensen Park Apt. 419|Okmulgee|OK|74447|35.6288|-95.9697|17275|Chief Strategy Officer|1996-08-29|349734538563|adults_2550_male_urban.json
033-25-4738|4966177182498980888|Tyler|Blair|M|8214 Scott Loop Apt. 359|Anaheim|CA|92802|33.8085|-117.9228|354475|Electrical engineer|1982-02-15|433444305880|adults_2550_male_urban.json
386-34-8945|6011969874869415|Erin|Chapman|F|011 Jennifer Springs Apt. 075|Pittsburgh|PA|15215|40.5048|-79.9138|687276|Fine artist|1999-04-26|976596062877|adults_2550_female_urban.json
046-45-1858|2516039886365361|Vanessa|Holland|F|945 Greene Light|Mankato|MN|56001|44.1538|-93.996|60662|Radiographer, diagnostic|1958-08-22|51572585751|adults_50up_female_urban.json
609-84-9379|4489420466489667606|Erin|Graham|F|45657 Morgan Burgs|Heath|OH|43056|40.0197|-82.3875|17439|Teacher, English as a foreign language|2003-11-03|860928862867|young_adults_female_urban.json
787-41-3617|4623546622650|Mercedes|Brown|F|599 Perez Center Apt. 622|Ann Arbor|MI|48109|42.2763|-83.7112|158345|Commissioning editor|1948-07-01|163959980994|adults_50up_female_urban.json
186-98-7405|6574625916011247|Michael|Garcia|M|488 Holder Avenue Apt. 179|Cincinnati|OH|45202|39.1072|-84.502|795220|Scientist, clinical (histocompatibility and immunogenetics)|1997-01-03|438009262556|adults_2550_male_urban.json
729-64-9156|4129957047264261|Billy|Cross|M|38437 Perez Key|Arlington|TX|76011|32.7582|-97.1003|370281|Theatre stage manager|1975-05-16|424039957450|adults_50up_male_urban.json
050-60-9079|345482421838545|Heidi|Goodwin|F|06445 Pearson Junction Apt. 311|Warner Robins|GA|31088|32.5934|-83.6416|81138|Counselling psychologist|1941-02-10|214509840951|adults_50up_female_urban.json
731-58-4678|180091776334279|Christopher|Lee|M|217 Klein Shoal Apt. 196|Edinburg|TX|78542|26.4661|-98.0695|136507|Fine artist|2006-03-30|46500329163|young_adults_male_urban.json
337-92-3185|630493588242|Marcus|Perez|M|0018 Jennifer Locks|Dallas|TX|75216|32.7086|-96.7955|1263321|Prison officer|1964-09-03|556087328564|adults_50up_male_urban.json
527-09-6963|344445446083851|Melissa|Alvarez|F|8105 Dawn Crossing|Gastonia|NC|28056|35.2172|-81.1252|102620|Data processing manager|2002-10-01|500521018395|young_adults_female_urban.json
525-85-4186|180099969882905|Elizabeth|Galloway|F|271 Franco Springs Apt. 463|Amarillo|TX|79110|35.1545|-101.8641|220580|Animator|2001-02-02|97969165375|young_adults_female_urban.json
613-70-6248|3524238397283398|Ricky|Hernandez|M|870 Mora Estate|Montclair|CA|91763|34.0733|-117.6987|36375|Tax adviser|1983-10-19|567676146076|adults_2550_male_urban.json
051-92-9472|213122101023203|Alan|Holt|M|6610 William Roads Suite 610|Ladysmith|WI|54848|45.4719|-91.1088|6141|Sports development officer|1947-07-06|898007273115|adults_50up_male_urban.json
194-48-6287|2260384531980745|Jennifer|Potter|F|54695 Austin Flat|Marietta|GA|30067|33.9282|-84.4733|302309|Adult guidance worker|2001-01-19|916791023343|young_adults_female_urban.json
187-01-6064|4967150066664110652|Elizabeth|Miller|F|340 Weaver Courts|Philadelphia|PA|19152|40.0606|-75.0471|1526206|Oceanographer|1975-10-03|900285783712|adults_2550_female_urban.json
276-99-7692|676190583663|Joshua|Phillips|M|8999 Moore Rest|Poughkeepsie|NY|12603|41.6907|-73.8621|86794|Psychiatric nurse|1979-02-15|16256071727|adults_2550_male_urban.json
240-70-7102|213178791505966|Catherine|Chavez|F|760 David Corners|Madison|WI|53713|43.0372|-89.3971|272940|Consulting civil engineer|1968-12-18|968221405116|adults_50up_female_urban.json
783-46-7448|4604180952175588|Emily|Bernard|F|7412 Phillips Rapids Apt. 118|West Milford|NJ|07480|41.0915|-74.375|16122|Structural engineer|1995-11-14|305563959744|adults_2550_female_urban.json
624-92-9703|6011642229758910|Joann|Shepherd|F|542 Madeline Key Suite 570|Cupertino|CA|95014|37.318|-122.0449|60717|Investment banker, operational|1965-02-16|856567308024|adults_50up_female_urban.json
130-01-9470|4570900163564076|Carolyn|Wilcox|F|2828 Clay Turnpike Suite 001|Bailey|NC|27807|35.8072|-78.0892|6629|Radiographer, diagnostic|1971-03-17|715198687055|adults_50up_female_urban.json
188-21-4290|3531261685071052|Terri|May|F|19509 Megan Valley|Holdrege|NE|68949|40.4475|-99.3672|6567|Clinical embryologist|1993-07-31|897566796191|adults_2550_female_urban.json
089-41-3047|6011053709230075|Andrea|Jordan|F|007 Escobar Village Apt. 894|Westland|MI|48186|42.289|-83.3686|84124|Surveyor, planning and development|1967-05-09|359537624411|adults_50up_female_urban.json
301-30-2308|3569893652944716|Jennifer|Oconnor|F|3481 Rachel Stream|Whittier|CA|90606|33.9777|-118.0658|189948|Building services engineer|1940-10-15|283620405974|adults_50up_female_urban.json
047-20-5764|180032174357488|Phillip|Colon|M|68064 Williams Meadow Suite 398|Wilmar|AR|71675|33.6213|-91.9257|1824|English as a foreign language teacher|1986-04-22|790229857846|adults_2550_male_rural.json
307-70-8248|4253646280553|Anthony|Velasquez|M|065 Harvey Knoll Apt. 562|Orlando|FL|32819|28.4522|-81.4678|878243|Engineer, land|1954-07-20|199993309811|adults_50up_male_urban.json
845-02-9734|676155107409|Mary|Greene|F|11786 Carolyn Spur|West Chester|OH|45069|39.3402|-84.3998|49060|Advertising account executive|2008-10-23|361388530717|young_adults_female_urban.json
722-57-6375|676322069532|Ethan|Gillespie|M|120 Elizabeth Falls Suite 595|Baltimore|MD|21201|39.2946|-76.6252|635495|Barrister's clerk|1992-01-13|171844114029|adults_2550_male_urban.json
778-90-0832|2271532594795072|Douglas|Blanchard|M|73279 Sarah Station Suite 031|Minneapolis|MN|55414|44.9779|-93.2199|1022298|Art therapist|1961-03-18|315219119221|adults_50up_male_urban.json
637-28-4982|3539104520360896|Melissa|Wolf|F|84913 Gilmore Ridges|Hartford|CT|06106|41.7498|-72.6947|123919|Ecologist|1956-01-20|601122954263|adults_50up_female_urban.json
355-98-3992|372056100679903|Mathew|Sanders|M|018 Love Neck Suite 037|Nashville|TN|37205|36.1114|-86.869|431336|Restaurant manager, fast food|2002-03-21|761356207652|young_adults_male_urban.json
129-92-3569|4944953006776257|Erin|Robinson|F|17365 Anderson Lock Apt. 417|Paradis|LA|70080|29.877|-90.4352|1556|Soil scientist|1991-02-22|202957696746|adults_2550_female_rural.json
063-81-3061|4334511009060539|Aaron|Duran|M|430 Olivia Crescent Apt. 667|Lakewood|OH|44107|41.4847|-81.8018|52244|English as a second language teacher|1961-10-22|149441575929|adults_50up_male_urban.json
007-37-5481|30598875921295|Norman|Wise|M|60336 Laura Square Apt. 755|Argyle|TX|76226|33.1062|-97.16|18419|Scientist, research (life sciences)|1999-12-19|82405555868|adults_2550_male_urban.json
474-60-0405|3507115238023624|Brett|Pope|M|58189 Sharp Spur|Morrison|CO|80465|39.6125|-105.1746|15147|Medical secretary|1955-09-14|105508205498|adults_50up_male_urban.json
109-99-1837|180038558819597|Paul|Vaughn|M|16880 Karen Trail Suite 378|Gilbert|AZ|85297|33.2781|-111.7096|211167|Trade mark attorney|1998-10-04|239908627265|adults_2550_male_urban.json
561-49-9973|4284540182272009|Cassandra|Lewis|F|232 Brian Corners Suite 474|Dry Branch|GA|31020|32.7151|-83.4558|2541|Engineer, mining|1976-04-14|144874152907|adults_2550_female_urban.json
766-15-1082|6599302020304238|Sarah|Anderson|F|5213 Robbins Canyon Apt. 816|Gallatin|TN|37066|36.3834|-86.4512|42758|Legal executive|1999-11-10|55346391189|adults_2550_female_urban.json
260-51-3229|676305937770|Heather|Leach|F|832 Gabriela Run|Birdseye|IN|47513|38.3006|-86.7102|1841|Designer, television/film set|1975-11-07|661384884419|adults_2550_female_rural.json
426-88-1213|30469029831048|David|Sanford|M|96622 Laurie Flats Apt. 670|Bethalto|IL|62010|38.9074|-90.0344|11186|Retail banker|1966-01-19|399671948790|adults_50up_male_urban.json
571-48-6844|6506362198655045|Lauren|Maxwell|F|0766 Gail Rapids Apt. 396|Winnetka|IL|60093|42.1054|-87.7535|19570|Local government officer|1979-10-22|330749144229|adults_2550_female_urban.json
